timestamp,equipment_id,temperature,vibration,rpm,torque,oil_pressure,current
2024-06-01 00:00:00,RM-002,321.38,2.73,1211.18,7082.4,41.47,382.58
2024-06-01 00:15:00,RM-002,355.08,4.88,1203.47,8045.85,47.3,394.45
2024-06-01 00:30:00,RM-002,346.2,4.39,1288.71,7447.28,43.69,388.68
2024-06-01 00:45:00,RM-002,349.51,4.73,1150.86,8863.03,43.59,345.44
2024-06-01 01:00:00,RM-002,360.67,3.5,1430.72,9066.21,47.56,399.97
2024-06-01 01:15:00,RM-002,485.8,3.91,1342.67,7913.43,43.33,406.22
2024-06-01 01:30:00,RM-002,338.67,6.98,1216.83,7968.49,45.02,390.66
2024-06-01 01:45:00,RM-002,329.39,4.62,1207.21,8312.75,45.41,418.74
2024-06-01 02:00:00,RM-002,359.35,5.94,1290.49,8166.14,45.76,435.45
2024-06-01 02:15:00,RM-002,392.49,2.93,1254.63,8124.18,44.03,414.93
2024-06-01 02:30:00,RM-002,337.44,3.88,1204.07,7638.88,44.0,413.39
2024-06-01 02:45:00,RM-002,361.17,5.23,1137.42,8472.8,43.5,362.4
2024-06-01 03:00:00,RM-002,383.0,3.77,1187.69,8039.69,47.62,366.17
2024-06-01 03:15:00,RM-002,333.1,5.73,1242.45,7712.43,45.45,340.59
2024-06-01 03:30:00,RM-002,393.88,4.16,1221.13,8255.11,47.89,359.17
2024-06-01 03:45:00,RM-002,326.72,5.88,1435.62,8566.33,47.26,408.42
2024-06-01 04:00:00,RM-002,363.86,4.61,1249.44,8387.46,47.01,433.58
2024-06-01 04:15:00,RM-002,322.23,2.9,1203.36,8751.36,43.51,397.19
2024-06-01 04:30:00,RM-002,363.14,2.6,1149.35,9469.79,45.24,353.58
2024-06-01 04:45:00,RM-002,333.59,3.86,1150.01,8474.83,39.2,370.96
2024-06-01 05:00:00,RM-002,292.36,3.72,1434.59,9201.25,40.46,393.28
2024-06-01 05:15:00,RM-002,384.87,4.7,1255.93,7790.29,35.63,396.31
2024-06-01 05:30:00,RM-002,355.17,3.76,1147.88,6839.35,44.02,400.04
2024-06-01 05:45:00,RM-002,336.54,3.9,1202.04,8075.4,48.86,407.81
2024-06-01 06:00:00,RM-002,344.15,3.79,1200.69,8295.55,46.91,294.65
2024-06-01 06:15:00,RM-002,345.21,3.15,1274.65,7898.85,42.89,363.84
2024-06-01 06:30:00,RM-002,341.07,3.42,1153.07,8808.25,49.09,399.85
2024-06-01 06:45:00,RM-002,340.26,4.09,1197.27,8189.38,44.29,292.78
2024-06-01 07:00:00,RM-002,346.52,5.18,1167.24,8412.01,49.43,409.28
2024-06-01 07:15:00,RM-002,399.72,5.51,1171.07,8480.63,40.11,370.39
2024-06-01 07:30:00,RM-002,293.01,4.12,1197.68,6614.38,45.1,372.83
2024-06-01 07:45:00,RM-002,299.67,3.66,1286.18,8191.98,41.96,378.48
2024-06-01 08:00:00,RM-002,361.22,4.57,1232.33,8252.71,44.62,389.97
2024-06-01 08:15:00,RM-002,285.41,4.77,828.64,9113.86,39.55,405.77
2024-06-01 08:30:00,RM-002,337.49,3.71,1186.98,9234.75,42.93,407.12
2024-06-01 08:45:00,RM-002,330.38,3.89,1187.01,9232.55,47.77,214.64
2024-06-01 09:00:00,RM-002,349.03,5.45,1274.97,9207.55,46.63,350.16
2024-06-01 09:15:00,RM-002,334.34,4.56,1179.97,7332.8,46.57,366.76
2024-06-01 09:30:00,RM-002,346.3,5.37,1174.57,8008.47,44.65,404.56
2024-06-01 09:45:00,RM-002,330.51,3.59,1159.97,9525.24,43.21,347.17
2024-06-01 10:00:00,RM-002,318.56,4.06,1254.95,8783.18,44.23,367.5
2024-06-01 10:15:00,RM-002,343.35,3.91,1176.17,9381.17,46.28,421.65
2024-06-01 10:30:00,RM-002,362.77,3.23,1259.35,8949.81,57.67,362.61
2024-06-01 10:45:00,RM-002,365.75,5.5,1252.37,8760.87,40.26,365.65
2024-06-01 11:00:00,RM-002,354.51,4.15,1172.0,8778.18,45.34,368.91
2024-06-01 11:15:00,RM-002,381.88,3.01,1151.06,8423.61,46.12,382.62
2024-06-01 11:30:00,RM-002,352.14,3.44,1153.98,8519.75,42.95,411.99
2024-06-01 11:45:00,RM-002,370.57,3.46,1218.98,5272.14,46.64,370.56
2024-06-01 12:00:00,RM-002,343.4,2.73,1246.94,8224.54,41.68,377.16
