timestamp,equipment_id,temperature,pressure,gas_flow,burden_level,cooling_water_temp,vibration
2024-06-01 00:00:00,BF-001,1224.84,2.73,4601.07,88.28,35.18,2.67
2024-06-01 00:15:00,BF-001,1193.09,2.49,4605.57,82.72,29.05,3.04
2024-06-01 00:30:00,BF-001,1232.38,2.37,4120.07,78.83,30.99,3.96
2024-06-01 00:45:00,BF-001,1536.27,1.89,4474.35,81.7,38.38,2.92
2024-06-01 01:00:00,BF-001,1188.29,2.18,4223.33,82.36,34.98,2.33
2024-06-01 01:15:00,BF-001,1188.29,3.07,4680.35,80.18,33.24,2.67
2024-06-01 01:30:00,BF-001,1278.96,2.12,4656.83,93.03,33.29,2.04
2024-06-01 01:45:00,BF-001,1238.37,2.56,4320.39,92.08,36.65,2.01
2024-06-01 02:00:00,BF-001,1356.76,2.8,4346.79,92.94,38.78,1.95
2024-06-01 02:15:00,BF-001,1227.13,2.12,4407.75,85.9,33.31,2.83
2024-06-01 02:30:00,BF-001,1176.83,2.56,4049.44,86.4,38.29,2.19
2024-06-01 02:45:00,BF-001,1176.71,2.78,4567.19,81.74,34.52,2.63
2024-06-01 03:00:00,BF-001,1212.1,2.5,4445.43,80.76,36.5,2.51
2024-06-01 03:15:00,BF-001,1104.34,3.36,4694.04,85.11,29.67,1.91
2024-06-01 03:30:00,BF-001,1113.75,2.0,4280.32,116.12,30.19,2.54
2024-06-01 03:45:00,BF-001,1171.89,1.2,4376.18,90.98,37.46,2.62
2024-06-01 04:00:00,BF-001,1149.36,2.45,4198.69,82.27,35.82,3.03
2024-06-01 04:15:00,BF-001,1215.71,2.73,4299.14,78.74,36.21,3.25
2024-06-01 04:30:00,BF-001,1154.6,2.63,4263.6,88.67,31.76,1.99
2024-06-01 04:45:00,BF-001,1129.38,2.28,4699.19,57.57,33.73,2.68
2024-06-01 05:00:00,BF-001,1273.28,2.57,4360.35,84.8,29.98,1.39
2024-06-01 05:15:00,BF-001,1188.71,1.94,4524.84,85.45,32.46,2.93
2024-06-01 05:30:00,BF-001,1203.38,2.68,4423.85,83.11,34.93,3.05
2024-06-01 05:45:00,BF-001,1128.76,2.59,4246.11,77.27,35.98,1.16
2024-06-01 06:00:00,BF-001,1172.78,2.69,4466.34,83.17,32.86,2.33
2024-06-01 06:15:00,BF-001,1205.55,2.82,4619.82,93.21,36.66,2.05
2024-06-01 06:30:00,BF-001,1142.45,2.61,4258.45,87.96,34.89,2.33
2024-06-01 06:45:00,BF-001,1218.78,2.54,4661.82,90.81,34.32,2.23
2024-06-01 07:00:00,BF-001,1169.97,2.24,4330.06,78.91,35.25,2.48
2024-06-01 07:15:00,BF-001,1185.42,2.29,4403.4,111.8,41.3,2.99
2024-06-01 07:30:00,BF-001,1169.91,2.86,4606.14,85.44,34.52,2.34
2024-06-01 07:45:00,BF-001,1292.61,2.93,4367.31,85.54,37.86,2.01
2024-06-01 08:00:00,BF-001,1199.33,2.43,4507.51,87.78,36.64,2.4
2024-06-01 08:15:00,BF-001,895.16,3.59,4437.06,85.74,34.26,-0.01
2024-06-01 08:30:00,BF-001,1241.13,2.23,4525.87,79.05,30.35,2.46
2024-06-01 08:45:00,BF-001,1138.96,2.85,4023.85,88.07,33.12,2.19
2024-06-01 09:00:00,BF-001,1210.44,2.7,4134.06,89.2,35.23,2.68
2024-06-01 09:15:00,BF-001,1102.02,3.08,4623.19,91.6,34.69,3.15
2024-06-01 09:30:00,BF-001,1133.59,2.24,4707.44,91.82,38.89,1.87
2024-06-01 09:45:00,BF-001,1209.84,2.39,4317.9,87.38,32.8,2.73
2024-06-01 10:00:00,BF-001,1410.35,2.57,5180.33,79.29,34.56,2.98
2024-06-01 10:15:00,BF-001,1208.57,2.69,4558.94,77.35,36.61,2.28
2024-06-01 10:30:00,BF-001,1194.22,2.44,4638.64,83.86,34.17,3.13
2024-06-01 10:45:00,BF-001,1184.94,2.24,5276.15,89.6,37.92,2.47
2024-06-01 11:00:00,BF-001,1126.07,2.76,3316.07,89.28,31.74,1.94
2024-06-01 11:15:00,BF-001,1164.01,2.72,4433.48,86.37,30.44,1.86
2024-06-01 11:30:00,BF-001,1176.97,2.23,4640.63,84.82,34.14,2.89
2024-06-01 11:45:00,BF-001,1252.86,2.91,4999.69,94.52,34.79,2.85
2024-06-01 12:00:00,BF-001,1217.18,2.85,4454.4,87.87,35.65,3.28
2024-06-01 12:15:00,BF-001,1111.85,0.98,4218.6,84.56,35.42,2.84
2024-06-01 12:30:00,BF-001,1216.2,2.52,4580.45,81.77,33.77,2.45
2024-06-01 12:45:00,BF-001,1180.75,2.67,4764.2,79.96,30.48,2.74
2024-06-01 13:00:00,BF-001,1166.15,2.24,4521.6,79.46,34.64,0.02
2024-06-01 13:15:00,BF-001,1230.58,2.51,5297.66,79.96,31.88,2.33
2024-06-01 13:30:00,BF-001,1251.55,1.85,4691.6,86.4,35.21,2.23
2024-06-01 13:45:00,BF-001,1246.56,2.76,4632.71,84.91,31.68,1.64
2024-06-01 14:00:00,BF-001,1158.04,2.03,5085.44,83.37,36.14,2.13
2024-06-01 14:15:00,BF-001,1184.54,4.01,4576.29,88.68,40.0,2.49
2024-06-01 14:30:00,BF-001,1216.56,2.4,4699.45,94.05,32.82,1.15
2024-06-01 14:45:00,BF-001,1248.78,2.44,3628.39,80.88,31.2,2.24
2024-06-01 15:00:00,BF-001,1176.04,2.31,4486.71,81.63,38.43,2.96
2024-06-01 15:15:00,BF-001,1190.72,2.41,4428.38,73.91,40.3,3.17
2024-06-01 15:30:00,BF-001,1144.68,2.93,4745.45,84.87,31.26,2.24
2024-06-01 15:45:00,BF-001,1140.19,1.75,4257.97,84.36,34.73,2.22
2024-06-01 16:00:00,BF-001,1240.63,2.88,4587.72,89.46,36.46,2.14
2024-06-01 16:15:00,BF-001,1267.81,2.6,4225.99,84.57,34.22,2.22
2024-06-01 16:30:00,BF-001,1196.4,2.14,4713.08,82.06,45.26,3.07
2024-06-01 16:45:00,BF-001,1250.18,2.18,4448.39,85.96,30.88,3.31
2024-06-01 17:00:00,BF-001,1218.08,3.0,4753.72,87.79,31.2,1.66
2024-06-01 17:15:00,BF-001,1167.74,2.22,4598.28,76.91,31.88,2.09
2024-06-01 17:30:00,BF-001,1218.07,2.15,4255.36,90.03,35.26,1.57
2024-06-01 17:45:00,BF-001,1276.9,2.84,4784.93,91.53,38.29,2.49
2024-06-01 18:00:00,BF-001,1198.21,2.6,4810.25,87.74,30.93,2.26
2024-06-01 18:15:00,BF-001,1278.23,2.22,4676.46,80.33,32.64,2.68
2024-06-01 18:30:00,BF-001,1069.01,2.56,4347.68,83.37,47.78,2.83
2024-06-01 18:45:00,BF-001,1241.1,2.19,4438.8,90.91,35.87,2.78
2024-06-01 19:00:00,BF-001,1204.35,2.83,4529.09,80.11,32.53,1.68
2024-06-01 19:15:00,BF-001,1185.05,2.82,4359.26,88.14,31.97,2.49
2024-06-01 19:30:00,BF-001,1204.59,2.66,4838.47,84.75,30.21,1.65
2024-06-01 19:45:00,BF-001,1100.62,2.61,4528.87,85.8,39.08,3.37
2024-06-01 20:00:00,BF-001,1189.02,3.03,4921.64,80.82,41.57,2.32
2024-06-01 20:15:00,BF-001,1217.86,2.5,4567.87,86.65,35.25,1.82
2024-06-01 20:30:00,BF-001,1273.89,2.15,4430.37,86.3,39.46,2.23
2024-06-01 20:45:00,BF-001,1174.09,2.63,4485.01,77.45,33.3,2.6
2024-06-01 21:00:00,BF-001,1373.7,3.13,4426.28,84.98,35.0,5.39
2024-06-01 21:15:00,BF-001,1174.91,2.2,4661.41,88.07,36.95,3.15
2024-06-01 21:30:00,BF-001,1245.77,2.39,4723.94,83.07,32.74,2.53
2024-06-01 21:45:00,BF-001,1216.44,2.62,4556.61,72.76,34.52,-0.58
2024-06-01 22:00:00,BF-001,1173.51,2.48,4432.14,84.43,34.15,2.84
2024-06-01 22:15:00,BF-001,1225.66,2.21,4491.73,65.4,36.31,2.83
2024-06-01 22:30:00,BF-001,1204.85,2.84,4503.92,83.28,35.19,2.56
2024-06-01 22:45:00,BF-001,1248.43,3.2,4339.51,92.14,32.82,2.9
2024-06-01 23:00:00,BF-001,1164.9,2.56,4615.79,80.94,34.1,2.19
2024-06-01 23:15:00,BF-001,1183.62,2.23,3690.47,79.2,38.34,2.49
2024-06-01 23:30:00,BF-001,1180.39,2.04,4808.09,84.97,50.16,1.48
2024-06-01 23:45:00,BF-001,1126.82,2.58,4751.07,80.89,36.39,3.19
2024-06-02 00:00:00,BF-001,1214.81,2.83,4362.87,86.65,51.78,2.25
2024-06-02 00:15:00,BF-001,1213.05,1.31,4664.06,83.14,31.61,3.2
2024-06-02 00:30:00,BF-001,1200.26,2.5,3438.5,92.37,25.22,2.17
2024-06-02 00:45:00,BF-001,1188.27,2.32,4639.19,82.79,35.16,2.65
2024-06-02 01:00:00,BF-001,1129.23,2.17,3228.78,85.45,36.03,2.53
2024-06-02 01:15:00,BF-001,1178.97,2.75,4295.35,87.98,35.55,2.2
2024-06-02 01:30:00,BF-001,1182.86,2.77,4556.01,89.78,32.9,2.74
2024-06-02 01:45:00,BF-001,1159.89,2.04,3965.09,92.4,31.89,3.14
2024-06-02 02:00:00,BF-001,1191.94,2.98,4149.8,83.83,35.0,3.39
2024-06-02 02:15:00,BF-001,1220.2,2.67,4464.5,83.0,32.65,2.87
2024-06-02 02:30:00,BF-001,1294.31,2.92,4516.49,75.43,33.89,1.89
2024-06-02 02:45:00,BF-001,1208.73,2.1,4426.14,95.21,37.39,1.8
2024-06-02 03:00:00,BF-001,1212.88,2.09,4184.11,70.35,31.32,3.07
2024-06-02 03:15:00,BF-001,1196.28,2.46,4336.42,88.76,34.42,2.0
2024-06-02 03:30:00,BF-001,1104.06,2.65,4578.24,87.78,38.16,2.81
2024-06-02 03:45:00,BF-001,1198.67,3.04,4616.36,85.25,33.48,2.57
2024-06-02 04:00:00,BF-001,1203.01,2.71,4496.76,86.75,39.41,3.16
2024-06-02 04:15:00,BF-001,1323.16,2.43,4731.37,82.2,30.35,2.75
2024-06-02 04:30:00,BF-001,1190.38,2.19,3476.36,83.49,40.46,2.48
2024-06-02 04:45:00,BF-001,1215.08,2.87,4350.51,80.25,35.05,3.53
2024-06-02 05:00:00,BF-001,1012.18,2.21,4443.9,92.79,31.01,2.91
2024-06-02 05:15:00,BF-001,1141.57,2.99,4219.43,87.81,37.5,2.78
2024-06-02 05:30:00,BF-001,1257.14,2.41,4478.37,94.88,36.29,2.16
2024-06-02 05:45:00,BF-001,1237.6,2.98,4722.42,96.48,39.15,-0.52
2024-06-02 06:00:00,BF-001,1239.55,2.7,4637.06,77.98,30.39,2.37
2024-06-02 06:15:00,BF-001,1154.53,2.46,4780.4,89.93,31.71,1.75
2024-06-02 06:30:00,BF-001,1270.14,2.34,5071.42,78.21,37.31,2.34
2024-06-02 06:45:00,BF-001,1129.91,2.4,4769.22,85.89,42.65,2.9
2024-06-02 07:00:00,BF-001,1229.34,2.63,4461.34,86.57,36.73,2.99
2024-06-02 07:15:00,BF-001,1553.32,2.52,4794.32,78.56,37.19,2.33
2024-06-02 07:30:00,BF-001,1150.47,2.32,4495.63,106.91,32.72,3.97
2024-06-02 07:45:00,BF-001,1171.69,2.45,4641.45,86.8,34.45,3.14
2024-06-02 08:00:00,BF-001,1204.98,2.52,5837.06,85.88,33.14,2.49
2024-06-02 08:15:00,BF-001,1000.62,1.86,5215.23,79.91,36.51,5.19
2024-06-02 08:30:00,BF-001,1122.47,2.64,4543.68,81.51,37.79,2.21
2024-06-02 08:45:00,BF-001,1203.43,2.21,4757.77,77.54,35.56,2.63
2024-06-02 09:00:00,BF-001,1146.88,2.15,4473.4,78.99,37.39,2.32
2024-06-02 09:15:00,BF-001,1223.68,1.99,4235.82,83.14,34.91,1.89
2024-06-02 09:30:00,BF-001,1154.03,1.96,4928.6,89.94,38.97,2.77
2024-06-02 09:45:00,BF-001,1277.5,2.09,4406.05,90.57,32.42,2.5
2024-06-02 10:00:00,BF-001,1160.84,2.29,4531.75,94.17,39.25,2.53
2024-06-02 10:15:00,BF-001,1183.9,3.09,4731.2,87.12,32.85,2.49
2024-06-02 10:30:00,BF-001,1240.68,2.34,4378.3,85.94,35.05,2.05
2024-06-02 10:45:00,BF-001,1138.46,2.55,4298.43,87.48,31.42,1.57
2024-06-02 11:00:00,BF-001,1211.37,2.62,4550.75,87.43,36.52,2.62
2024-06-02 11:15:00,BF-001,1265.36,2.54,3033.06,76.92,35.39,2.37
2024-06-02 11:30:00,BF-001,1119.63,2.48,4442.42,94.44,37.22,1.85
2024-06-02 11:45:00,BF-001,1209.23,2.14,4549.01,75.35,29.8,3.2
2024-06-02 12:00:00,BF-001,1212.99,2.94,4446.01,90.74,35.4,2.96
2024-06-02 12:15:00,BF-001,1429.32,3.04,4191.31,85.28,36.21,2.5
2024-06-02 12:30:00,BF-001,1138.15,2.0,4818.84,79.55,32.03,1.86
2024-06-02 12:45:00,BF-001,1133.98,2.19,4520.71,87.66,36.6,3.33
2024-06-02 13:00:00,BF-001,1226.1,2.42,4786.23,84.41,28.11,2.32
2024-06-02 13:15:00,BF-001,1214.85,2.21,4447.99,81.59,34.62,2.16
2024-06-02 13:30:00,BF-001,1212.52,2.65,4324.0,78.09,39.24,2.48
2024-06-02 13:45:00,BF-001,1217.32,2.28,4553.84,77.67,34.59,2.69
2024-06-02 14:00:00,BF-001,1166.0,3.15,4456.84,81.95,32.84,2.42
2024-06-02 14:15:00,BF-001,1211.61,2.86,4264.45,83.07,34.81,0.81
2024-06-02 14:30:00,BF-001,1214.65,2.56,4793.96,78.95,35.3,2.62
2024-06-02 14:45:00,BF-001,1164.28,4.41,4375.55,85.19,22.06,2.96
2024-06-02 15:00:00,BF-001,1293.29,2.83,4131.95,79.66,35.39,2.05
2024-06-02 15:15:00,BF-001,1223.69,0.63,4765.63,86.8,37.29,3.28
2024-06-02 15:30:00,BF-001,1140.43,2.26,4399.14,91.16,35.28,2.94
2024-06-02 15:45:00,BF-001,1232.83,2.52,4378.44,86.45,32.75,2.73
2024-06-02 16:00:00,BF-001,1151.27,2.76,4146.92,84.53,30.79,1.99
2024-06-02 16:15:00,BF-001,1239.35,2.54,4848.19,82.33,36.12,2.64
2024-06-02 16:30:00,BF-001,1257.93,2.03,4242.1,92.23,27.59,2.68
2024-06-02 16:45:00,BF-001,1158.97,2.26,5217.06,84.03,29.7,2.46
2024-06-02 17:00:00,BF-001,1248.17,2.48,4682.52,97.45,30.81,2.95
2024-06-02 17:15:00,BF-001,1220.64,2.48,4584.34,79.08,37.14,2.32
2024-06-02 17:30:00,BF-001,1241.1,3.09,4488.07,86.45,30.53,3.98
2024-06-02 17:45:00,BF-001,1556.9,2.08,4159.67,92.06,36.41,2.17
2024-06-02 18:00:00,BF-001,1438.42,2.65,4338.06,81.55,31.9,2.27
2024-06-02 18:15:00,BF-001,1162.31,2.95,4537.56,83.82,34.56,2.43
2024-06-02 18:30:00,BF-001,1155.52,3.18,4342.57,88.13,34.81,2.41
2024-06-02 18:45:00,BF-001,1159.21,2.38,4540.67,69.47,34.52,2.38
2024-06-02 19:00:00,BF-001,1196.14,2.65,4636.35,87.8,33.06,2.96
2024-06-02 19:15:00,BF-001,1217.06,2.67,4692.5,90.8,30.3,3.25
2024-06-02 19:30:00,BF-001,1213.83,2.56,4254.76,83.27,35.08,1.86
2024-06-02 19:45:00,BF-001,1241.36,2.47,4939.33,92.19,36.67,3.24
2024-06-02 20:00:00,BF-001,1200.65,2.63,4653.5,76.4,37.04,2.84
2024-06-02 20:15:00,BF-001,1272.68,1.74,4499.66,90.39,35.25,2.05
2024-06-02 20:30:00,BF-001,1186.77,2.7,4074.16,90.74,35.77,2.34
2024-06-02 20:45:00,BF-001,1336.01,2.54,4973.08,81.13,32.69,2.64
2024-06-02 21:00:00,BF-001,1231.28,2.43,4212.26,77.75,36.35,1.67
2024-06-02 21:15:00,BF-001,1157.14,3.11,3337.78,83.84,36.24,2.46
2024-06-02 21:30:00,BF-001,1146.46,2.3,4024.31,87.02,34.11,2.76
2024-06-02 21:45:00,BF-001,1224.12,2.38,4538.53,83.32,35.14,2.13
2024-06-02 22:00:00,BF-001,1188.83,3.1,4573.08,87.51,34.92,1.76
2024-06-02 22:15:00,BF-001,1235.7,2.25,4492.17,94.69,36.37,2.6
2024-06-02 22:30:00,BF-001,1223.66,2.33,4369.09,78.18,30.37,3.6
2024-06-02 22:45:00,BF-001,1196.36,2.46,4090.1,75.23,30.31,2.14
2024-06-02 23:00:00,BF-001,1157.66,2.75,4574.71,84.65,30.46,2.16
2024-06-02 23:15:00,BF-001,1124.26,2.56,4791.09,107.59,33.67,2.4
2024-06-02 23:30:00,BF-001,1177.67,2.11,4381.8,82.6,36.37,3.28
