timestamp,equipment_id,temperature,oxygen_flow,pressure,vibration,lance_position,current
2024-06-01 00:00:00,BOF-002,1709.82,552.78,1.71,2.19,1.53,436.4
2024-06-01 00:15:00,BOF-002,1718.77,589.22,1.77,3.37,1.55,460.78
2024-06-01 00:30:00,BOF-002,1588.21,619.88,1.76,2.41,1.9,413.97
2024-06-01 00:45:00,BOF-002,1821.41,603.52,1.49,3.58,1.44,426.21
2024-06-01 01:00:00,BOF-002,1639.56,575.94,1.79,2.78,1.59,462.84
2024-06-01 01:15:00,BOF-002,1657.03,590.35,1.83,2.9,1.43,419.75
2024-06-01 01:30:00,BOF-002,1728.25,625.86,1.85,1.94,1.35,608.69
2024-06-01 01:45:00,BOF-002,1774.15,590.96,1.75,3.25,1.44,430.09
2024-06-01 02:00:00,BOF-002,1654.92,583.59,2.19,3.3,1.43,436.4
2024-06-01 02:15:00,BOF-002,1743.86,612.12,1.84,3.31,1.44,482.27
2024-06-01 02:30:00,BOF-002,1613.51,598.03,2.68,3.48,0.96,415.05
2024-06-01 02:45:00,BOF-002,1783.47,630.58,1.86,1.94,1.42,448.99
2024-06-01 03:00:00,BOF-002,2064.68,584.07,1.67,2.25,1.58,464.36
2024-06-01 03:15:00,BOF-002,1675.15,612.24,1.99,2.21,1.51,457.74
2024-06-01 03:30:00,BOF-002,1622.26,741.21,1.9,2.76,1.47,432.25
2024-06-01 03:45:00,BOF-002,1667.28,604.22,2.12,2.47,1.55,460.96
2024-06-01 04:00:00,BOF-002,1591.57,642.4,2.0,3.2,1.41,419.11
2024-06-01 04:15:00,BOF-002,1645.0,534.58,2.1,2.99,1.5,435.39
2024-06-01 04:30:00,BOF-002,1651.37,613.22,1.37,3.26,1.43,497.72
2024-06-01 04:45:00,BOF-002,1565.53,589.29,1.6,3.3,1.48,469.18
2024-06-01 05:00:00,BOF-002,1604.31,598.61,1.94,1.8,1.47,450.08
2024-06-01 05:15:00,BOF-002,1482.02,589.44,1.68,3.51,1.43,463.5
2024-06-01 05:30:00,BOF-002,1550.75,601.02,2.11,2.76,1.41,425.81
2024-06-01 05:45:00,BOF-002,1648.88,615.09,2.47,3.56,1.49,458.44
2024-06-01 06:00:00,BOF-002,1726.76,559.4,3.18,2.09,1.5,436.46
2024-06-01 06:15:00,BOF-002,1621.44,616.62,1.9,3.35,1.62,432.6
2024-06-01 06:30:00,BOF-002,1225.96,648.1,1.78,3.05,1.54,446.28
2024-06-01 06:45:00,BOF-002,1742.94,592.75,1.66,3.92,1.28,585.73
2024-06-01 07:00:00,BOF-002,1716.66,582.66,1.87,3.1,1.4,454.23
2024-06-01 07:15:00,BOF-002,1715.5,594.0,1.77,3.55,1.5,462.5
2024-06-01 07:30:00,BOF-002,1659.54,607.7,1.64,2.0,1.51,441.81
2024-06-01 07:45:00,BOF-002,1610.79,577.32,1.52,0.19,1.47,364.45
2024-06-01 08:00:00,BOF-002,1681.66,617.4,1.82,2.53,1.46,423.94
2024-06-01 08:15:00,BOF-002,1752.6,658.84,0.91,2.79,1.5,417.55
2024-06-01 08:30:00,BOF-002,1794.6,650.21,1.86,2.95,1.62,461.11
2024-06-01 08:45:00,BOF-002,1842.48,628.93,1.94,2.53,1.16,428.11
2024-06-01 09:00:00,BOF-002,1772.38,628.33,1.78,3.37,1.51,434.97
2024-06-01 09:15:00,BOF-002,1653.5,635.2,2.73,3.54,1.53,475.19
2024-06-01 09:30:00,BOF-002,1553.81,600.69,1.95,2.42,1.41,426.58
2024-06-01 09:45:00,BOF-002,1698.16,557.36,1.75,3.14,1.42,456.09
2024-06-01 10:00:00,BOF-002,1737.73,629.68,1.81,1.88,1.41,431.47
2024-06-01 10:15:00,BOF-002,1445.73,555.42,1.95,3.57,1.49,435.87
2024-06-01 10:30:00,BOF-002,1531.67,583.28,1.95,3.05,1.29,415.09
2024-06-01 10:45:00,BOF-002,1613.45,615.95,1.82,2.94,1.5,434.36
2024-06-01 11:00:00,BOF-002,1588.49,574.45,1.98,3.98,1.55,465.23
2024-06-01 11:15:00,BOF-002,1521.28,658.14,1.91,3.19,1.59,421.05
2024-06-01 11:30:00,BOF-002,1680.4,587.4,1.91,4.65,1.49,428.53
2024-06-01 11:45:00,BOF-002,1749.3,393.64,2.07,2.35,1.33,515.7
2024-06-01 12:00:00,BOF-002,1634.93,608.89,1.92,2.41,1.42,457.7
2024-06-01 12:15:00,BOF-002,1849.29,577.7,2.17,3.5,1.55,460.15
2024-06-01 12:30:00,BOF-002,1666.5,587.56,1.53,2.84,1.32,431.21
2024-06-01 12:45:00,BOF-002,1561.2,615.97,1.62,3.68,1.49,481.27
2024-06-01 13:00:00,BOF-002,1569.31,623.57,1.7,2.4,1.5,486.15
2024-06-01 13:15:00,BOF-002,1726.78,616.75,1.59,3.72,1.59,431.85
2024-06-01 13:30:00,BOF-002,1746.02,597.13,2.16,2.96,1.47,482.06
2024-06-01 13:45:00,BOF-002,1626.86,558.85,2.12,3.02,1.46,490.19
2024-06-01 14:00:00,BOF-002,1708.49,615.65,1.95,2.25,1.27,387.93
2024-06-01 14:15:00,BOF-002,1564.06,602.9,1.87,3.7,1.56,475.79
2024-06-01 14:30:00,BOF-002,1692.33,603.57,1.59,3.28,1.38,427.07
2024-06-01 14:45:00,BOF-002,1619.29,580.74,1.9,3.35,1.39,489.77
2024-06-01 15:00:00,BOF-002,1543.95,606.98,1.83,2.17,1.52,425.98
2024-06-01 15:15:00,BOF-002,1577.43,582.4,1.97,2.87,1.34,468.21
2024-06-01 15:30:00,BOF-002,1682.8,756.24,1.71,2.97,1.61,397.21
2024-06-01 15:45:00,BOF-002,1531.55,546.67,1.92,2.21,1.61,337.75
2024-06-01 16:00:00,BOF-002,1627.47,647.27,2.0,3.42,1.44,452.2
2024-06-01 16:15:00,BOF-002,1735.47,606.28,1.98,3.56,1.49,488.74
2024-06-01 16:30:00,BOF-002,1610.57,588.0,1.83,2.13,1.31,428.5
2024-06-01 16:45:00,BOF-002,1526.7,589.47,2.07,2.98,1.42,456.4
2024-06-01 17:00:00,BOF-002,1627.84,638.77,1.63,3.52,1.58,495.57
2024-06-01 17:15:00,BOF-002,2167.41,569.89,1.86,4.04,1.59,449.23
2024-06-01 17:30:00,BOF-002,1546.19,582.75,1.92,3.49,1.43,462.89
2024-06-01 17:45:00,BOF-002,1744.97,564.95,1.8,2.4,1.46,470.98
2024-06-01 18:00:00,BOF-002,1711.07,604.02,1.95,2.45,1.48,403.44
2024-06-01 18:15:00,BOF-002,1678.01,617.03,2.01,3.17,1.28,434.37
2024-06-01 18:30:00,BOF-002,1696.19,606.8,1.44,3.43,1.46,484.14
2024-06-01 18:45:00,BOF-002,2097.16,614.43,2.11,3.0,1.5,388.57
2024-06-01 19:00:00,BOF-002,1676.74,631.94,1.7,2.72,1.67,483.54
2024-06-01 19:15:00,BOF-002,1655.72,595.97,2.04,3.48,1.63,432.34
2024-06-01 19:30:00,BOF-002,1720.63,573.6,1.67,3.64,1.63,511.66
2024-06-01 19:45:00,BOF-002,1753.43,572.43,1.9,2.81,1.65,463.11
2024-06-01 20:00:00,BOF-002,1584.33,576.31,1.91,3.0,1.6,425.98
2024-06-01 20:15:00,BOF-002,1593.85,634.89,1.77,3.4,1.44,479.38
2024-06-01 20:30:00,BOF-002,1618.7,622.25,1.71,2.77,1.43,493.0
2024-06-01 20:45:00,BOF-002,1601.3,525.39,2.38,3.54,1.49,468.13
2024-06-01 21:00:00,BOF-002,1740.71,607.62,1.7,2.73,1.38,436.62
2024-06-01 21:15:00,BOF-002,1530.03,614.85,2.1,7.09,1.65,493.15
2024-06-01 21:30:00,BOF-002,1693.42,578.5,2.38,2.59,1.48,422.13
2024-06-01 21:45:00,BOF-002,1760.94,587.73,1.73,4.41,1.56,482.15
2024-06-01 22:00:00,BOF-002,1603.7,570.59,1.49,2.97,1.63,377.75
2024-06-01 22:15:00,BOF-002,1767.77,562.87,1.8,3.39,1.6,453.53
2024-06-01 22:30:00,BOF-002,1742.59,584.47,1.71,3.78,1.46,433.25
2024-06-01 22:45:00,BOF-002,1622.06,648.34,1.94,2.96,1.29,408.83
2024-06-01 23:00:00,BOF-002,1715.5,579.58,1.71,3.21,1.55,383.7
2024-06-01 23:15:00,BOF-002,1583.87,592.81,1.76,3.08,1.55,385.58
2024-06-01 23:30:00,BOF-002,1561.86,572.95,1.79,4.29,1.57,491.51
2024-06-01 23:45:00,BOF-002,1612.9,541.53,1.56,4.03,1.44,404.02
2024-06-02 00:00:00,BOF-002,1758.02,739.73,1.76,2.6,1.36,481.6
2024-06-02 00:15:00,BOF-002,1613.34,628.12,1.79,2.4,1.41,426.62
2024-06-02 00:30:00,BOF-002,1653.33,612.14,1.66,3.35,1.91,391.39
2024-06-02 00:45:00,BOF-002,1569.65,584.27,1.87,3.1,1.59,436.42
2024-06-02 01:00:00,BOF-002,1719.33,615.72,2.03,3.99,1.62,466.92
2024-06-02 01:15:00,BOF-002,1716.52,587.9,1.75,3.27,1.55,423.05
2024-06-02 01:30:00,BOF-002,1593.66,560.01,1.8,3.03,1.42,457.81
2024-06-02 01:45:00,BOF-002,1464.64,535.36,1.75,2.46,1.52,470.69
2024-06-02 02:00:00,BOF-002,1621.06,593.25,2.16,5.7,1.41,494.79
2024-06-02 02:15:00,BOF-002,1685.4,669.35,1.68,2.6,1.46,451.9
2024-06-02 02:30:00,BOF-002,1233.76,564.35,1.67,2.8,1.56,484.97
2024-06-02 02:45:00,BOF-002,1656.44,577.39,1.69,2.8,1.42,475.48
2024-06-02 03:00:00,BOF-002,1677.96,627.25,2.06,2.79,1.5,447.23
2024-06-02 03:15:00,BOF-002,1609.12,568.71,2.07,3.03,1.65,484.41
2024-06-02 03:30:00,BOF-002,1549.57,604.5,1.64,3.36,1.75,476.82
2024-06-02 03:45:00,BOF-002,1394.62,571.39,1.96,3.6,1.58,445.02
2024-06-02 04:00:00,BOF-002,1579.21,554.37,1.72,3.48,1.35,471.4
2024-06-02 04:15:00,BOF-002,1553.87,562.57,1.53,2.16,1.56,458.15
2024-06-02 04:30:00,BOF-002,1690.01,600.82,1.53,2.27,1.47,466.44
2024-06-02 04:45:00,BOF-002,1561.53,655.04,1.77,2.8,1.45,506.48
2024-06-02 05:00:00,BOF-002,1584.55,594.92,1.97,2.34,1.42,425.87
2024-06-02 05:15:00,BOF-002,1351.8,627.08,1.81,3.27,1.83,457.64
2024-06-02 05:30:00,BOF-002,1777.09,574.72,1.83,2.99,1.56,450.92
2024-06-02 05:45:00,BOF-002,1745.3,599.49,1.45,3.08,1.58,473.65
2024-06-02 06:00:00,BOF-002,1710.75,559.94,1.73,3.78,0.99,436.44
2024-06-02 06:15:00,BOF-002,1742.51,592.67,1.75,2.8,1.43,433.01
2024-06-02 06:30:00,BOF-002,1807.01,584.5,1.73,2.33,1.46,448.07
2024-06-02 06:45:00,BOF-002,1737.53,635.4,2.27,2.89,1.71,464.25
2024-06-02 07:00:00,BOF-002,1670.1,591.89,2.19,1.73,1.4,436.29
2024-06-02 07:15:00,BOF-002,1719.84,597.93,1.92,2.91,1.51,370.36
2024-06-02 07:30:00,BOF-002,1612.8,635.7,1.98,1.52,1.4,421.44
2024-06-02 07:45:00,BOF-002,1661.71,620.08,1.83,3.03,1.49,492.43
2024-06-02 08:00:00,BOF-002,1665.26,621.24,2.07,3.68,1.41,496.41
2024-06-02 08:15:00,BOF-002,1638.95,556.98,1.62,3.33,1.47,435.11
2024-06-02 08:30:00,BOF-002,1624.81,638.43,1.98,3.19,1.58,503.92
2024-06-02 08:45:00,BOF-002,1753.03,643.54,1.57,3.31,1.44,440.2
2024-06-02 09:00:00,BOF-002,1573.76,629.74,1.82,2.56,1.57,403.95
2024-06-02 09:15:00,BOF-002,1661.82,620.7,1.81,1.77,1.37,440.82
2024-06-02 09:30:00,BOF-002,1546.85,613.05,1.83,2.27,1.56,471.76
2024-06-02 09:45:00,BOF-002,1489.38,645.48,1.81,3.37,1.37,433.04
2024-06-02 10:00:00,BOF-002,1745.61,600.6,1.37,3.59,1.45,468.1
2024-06-02 10:15:00,BOF-002,1752.87,629.76,1.73,3.8,1.53,458.01
2024-06-02 10:30:00,BOF-002,1611.17,622.71,1.79,2.23,1.59,441.41
2024-06-02 10:45:00,BOF-002,1654.05,612.54,1.71,3.73,1.47,473.29
2024-06-02 11:00:00,BOF-002,1626.86,631.83,1.5,2.24,1.48,486.87
2024-06-02 11:15:00,BOF-002,1626.94,603.38,1.74,3.26,1.4,455.45
2024-06-02 11:30:00,BOF-002,1610.96,627.94,1.93,3.35,1.56,467.69
2024-06-02 11:45:00,BOF-002,1686.81,624.8,2.11,2.6,1.63,406.31
2024-06-02 12:00:00,BOF-002,1619.51,593.59,1.78,3.49,1.38,491.75
