timestamp,equipment_id,temperature,casting_speed,mold_level,cooling_water_flow,vibration,current
2024-06-01 00:00:00,CC-002,1579.84,1.29,65.86,768.82,1.87,231.43
2024-06-01 00:15:00,CC-002,1627.53,1.1,73.19,902.29,1.47,257.97
2024-06-01 00:30:00,CC-002,1608.21,1.16,75.68,930.45,1.32,291.67
2024-06-01 00:45:00,CC-002,1572.63,1.29,84.06,844.78,2.23,249.24
2024-06-01 01:00:00,CC-002,1534.23,1.29,70.17,754.41,1.49,229.17
2024-06-01 01:15:00,CC-002,1567.23,1.5,74.54,919.41,2.2,253.92
2024-06-01 01:30:00,CC-002,1518.43,1.1,79.6,869.24,1.86,255.96
2024-06-01 01:45:00,CC-002,1226.46,1.2,76.66,862.58,1.61,175.68
2024-06-01 02:00:00,CC-002,1179.78,1.11,76.09,862.95,2.18,244.31
2024-06-01 02:15:00,CC-002,1526.87,1.11,64.28,828.5,1.97,247.53
2024-06-01 02:30:00,CC-002,1539.98,1.25,73.28,828.2,1.34,229.04
2024-06-01 02:45:00,CC-002,1630.21,1.17,75.04,843.87,1.93,258.41
2024-06-01 03:00:00,CC-002,1511.43,1.35,81.39,863.95,1.96,228.05
2024-06-01 03:15:00,CC-002,1600.22,1.11,86.28,831.82,1.63,277.78
2024-06-01 03:30:00,CC-002,1543.51,1.48,77.12,806.02,1.69,249.59
2024-06-01 03:45:00,CC-002,1657.87,1.31,78.99,800.22,1.21,276.22
2024-06-01 04:00:00,CC-002,1650.42,1.04,73.68,903.94,2.12,198.24
2024-06-01 04:15:00,CC-002,1534.87,1.44,75.25,914.77,1.86,298.69
2024-06-01 04:30:00,CC-002,1472.24,1.21,75.21,851.59,1.65,199.54
2024-06-01 04:45:00,CC-002,1500.47,1.17,74.46,947.28,2.1,110.79
2024-06-01 05:00:00,CC-002,1674.8,0.73,76.21,836.02,1.7,275.04
2024-06-01 05:15:00,CC-002,1565.31,1.32,73.83,829.34,1.24,230.65
2024-06-01 05:30:00,CC-002,1906.7,1.21,70.78,846.18,1.52,260.92
2024-06-01 05:45:00,CC-002,1901.68,1.09,74.13,845.46,1.64,256.52
2024-06-01 06:00:00,CC-002,1647.96,1.09,73.86,793.25,1.88,348.2
2024-06-01 06:15:00,CC-002,1521.81,1.23,76.42,814.13,2.08,241.08
2024-06-01 06:30:00,CC-002,1876.92,1.19,71.99,896.62,1.68,246.08
2024-06-01 06:45:00,CC-002,1591.56,1.24,81.97,851.33,1.77,254.56
2024-06-01 07:00:00,CC-002,1636.29,1.21,71.31,859.87,1.97,259.15
2024-06-01 07:15:00,CC-002,1500.24,1.11,78.73,789.02,2.01,249.66
2024-06-01 07:30:00,CC-002,1554.9,1.12,78.07,866.32,1.82,222.52
2024-06-01 07:45:00,CC-002,1607.06,1.2,70.44,845.25,1.28,249.33
2024-06-01 08:00:00,CC-002,1652.25,1.14,75.36,1038.3,1.29,253.31
2024-06-01 08:15:00,CC-002,1452.01,1.26,73.01,892.36,2.51,293.78
2024-06-01 08:30:00,CC-002,1683.27,1.26,72.31,796.71,1.87,232.47
2024-06-01 08:45:00,CC-002,1539.14,1.27,77.04,874.46,1.96,285.36
2024-06-01 09:00:00,CC-002,1465.27,1.18,73.39,910.68,1.77,269.89
2024-06-01 09:15:00,CC-002,1468.96,1.21,75.74,846.45,2.48,253.05
2024-06-01 09:30:00,CC-002,1332.65,1.3,75.14,832.83,2.13,284.67
2024-06-01 09:45:00,CC-002,1484.26,1.08,71.61,815.82,1.73,250.08
2024-06-01 10:00:00,CC-002,1525.58,1.16,76.76,812.57,3.58,188.84
2024-06-01 10:15:00,CC-002,1627.92,1.05,74.46,832.23,1.99,247.96
2024-06-01 10:30:00,CC-002,1620.66,1.24,79.62,840.83,1.92,265.81
2024-06-01 10:45:00,CC-002,1367.04,1.11,77.86,799.9,2.08,257.39
2024-06-01 11:00:00,CC-002,1603.68,1.22,76.21,941.03,1.59,237.44
2024-06-01 11:15:00,CC-002,1615.91,1.33,76.23,1063.84,2.05,226.46
2024-06-01 11:30:00,CC-002,1623.84,1.15,77.29,862.1,1.59,276.14
2024-06-01 11:45:00,CC-002,1606.12,1.04,77.77,857.13,1.37,117.45
2024-06-01 12:00:00,CC-002,1490.28,1.22,79.93,801.73,1.75,248.33
2024-06-01 12:15:00,CC-002,1561.95,1.12,77.52,886.66,2.02,258.48
2024-06-01 12:30:00,CC-002,1618.68,1.35,78.95,907.68,2.31,232.87
2024-06-01 12:45:00,CC-002,1420.62,1.06,74.24,884.57,1.91,262.11
2024-06-01 13:00:00,CC-002,1333.05,1.24,73.59,1081.61,1.23,266.22
2024-06-01 13:15:00,CC-002,1534.72,1.2,75.69,775.32,1.86,243.24
2024-06-01 13:30:00,CC-002,1488.58,1.14,73.55,933.5,1.98,271.82
2024-06-01 13:45:00,CC-002,1561.78,1.16,78.17,917.24,2.01,264.52
2024-06-01 14:00:00,CC-002,1545.79,1.13,69.06,871.05,1.75,267.28
2024-06-01 14:15:00,CC-002,1499.0,1.16,74.0,829.28,2.36,283.23
2024-06-01 14:30:00,CC-002,1562.09,1.25,74.15,813.35,1.95,227.09
2024-06-01 14:45:00,CC-002,1514.59,1.17,77.87,871.77,1.7,207.97
2024-06-01 15:00:00,CC-002,1579.36,1.2,69.1,740.2,1.21,279.02
2024-06-01 15:15:00,CC-002,1618.86,1.32,76.68,820.83,1.69,246.58
2024-06-01 15:30:00,CC-002,1558.24,1.32,76.12,882.39,1.94,245.44
2024-06-01 15:45:00,CC-002,1631.66,1.34,78.12,793.71,1.32,251.56
2024-06-01 16:00:00,CC-002,1603.51,1.25,72.37,863.49,1.95,217.9
2024-06-01 16:15:00,CC-002,1546.01,1.52,73.2,884.63,2.0,237.13
2024-06-01 16:30:00,CC-002,1589.75,1.3,74.63,837.78,1.85,233.53
2024-06-01 16:45:00,CC-002,1480.23,1.06,72.89,844.45,1.39,235.13
2024-06-01 17:00:00,CC-002,1585.36,1.41,72.67,1028.95,2.09,227.85
2024-06-01 17:15:00,CC-002,1587.46,1.19,69.06,823.28,1.42,249.83
2024-06-01 17:30:00,CC-002,1639.57,1.14,81.71,875.41,2.12,240.71
2024-06-01 17:45:00,CC-002,1600.56,1.42,74.66,855.88,1.51,292.69
2024-06-01 18:00:00,CC-002,1531.66,0.71,74.23,915.18,1.77,252.67
2024-06-01 18:15:00,CC-002,1527.01,1.2,74.73,838.51,1.47,258.19
2024-06-01 18:30:00,CC-002,1561.65,1.34,82.89,869.5,1.54,243.93
2024-06-01 18:45:00,CC-002,1471.61,1.76,71.5,838.17,1.68,323.97
2024-06-01 19:00:00,CC-002,1597.66,1.17,72.75,920.52,1.95,275.3
